Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,2022-07-11 04:31:26,32.3182,-86.9023,1373684,19786,0.0,0.0,1.0,28016.15684498953,7872836.0,0.0,1.4403603740015898,84000001.0,USA,160565.75470841912,0.0,2022-07-10,0.0,0.0
Alaska,US,2022-07-11 04:31:26,61.3707,-152.4044,275322,1285,0.0,0.0,2.0,37635.68885030996,0.0,0.0,0.4667262332832102,84000002.0,USA,0.0,0.0,2022-07-10,0.0,0.0
American Samoa,US,2022-07-11 04:31:26,-14.271,-170.132,6505,31,0.0,0.0,60.0,11691.01921245125,0.0,0.0,0.4765564950038432,16.0,ASM,0.0,0.0,2022-07-10,0.0,0.0
Arizona,US,2022-07-11 04:31:26,33.7298,-111.4312,2145765,30572,0.0,0.0,4.0,29479.98939923066,20059804.0,0.0,1.424759934102756,84000004.0,USA,275595.3281326915,0.0,2022-07-10,0.0,0.0
Arkansas,US,2022-07-11 04:31:26,34.9697,-92.3731,877380,11608,0.0,0.0,5.0,29073.45871368717,5298823.0,0.0,1.32302993001892,84000005.0,USA,175585.3925569719,0.0,2022-07-10,0.0,0.0
California,US,2022-07-11 04:31:26,36.1162,-119.6816,10281725,92629,0.0,0.0,6.0,26002.963690501543,176268408.0,0.0,0.9015559039312367,84000006.0,USA,446111.0882068063,0.0,2022-07-10,0.0,0.0
Colorado,US,2022-07-11 04:31:26,39.0598,-105.3111,1554788,12839,0.0,0.0,8.0,26998.77195273407,19062274.0,0.0,0.82577174508679,84000008.0,USA,331014.8963244712,0.0,2022-07-10,0.0,0.0
Connecticut,US,2022-07-11 04:31:26,41.5978,-72.7554,837751,11055,0.0,0.0,9.0,23497.435129345828,14648536.0,0.0,1.3196045125580274,84000009.0,USA,410865.5488323941,0.0,2022-07-10,0.0,0.0
Delaware,US,2022-07-11 04:31:26,39.3185,-75.5071,287078,2998,0.0,0.0,10.0,29481.27061587818,3425543.0,0.0,1.044315482203443,84000010.0,USA,351783.69707649905,0.0,2022-07-10,0.0,0.0
Diamond Princess,US,2022-07-11 04:31:26,0.0,0.0,49,0,0.0,0.0,88888.0,0.0,0.0,0.0,0.0,84088888.0,USA,0.0,0.0,2022-07-10,0.0,0.0
District of Columbia,US,2022-07-11 04:31:26,38.8974,-77.0268,158281,1352,0.0,0.0,11.0,22427.37857226861,0.0,0.0,0.8541770648403788,84000011.0,USA,0.0,0.0,2022-07-10,0.0,0.0
Florida,US,2022-07-11 04:31:26,27.7663,-81.6868,6561833,76193,0.0,0.0,12.0,30551.78951115753,60412085.0,0.0,1.1611542079781672,84000012.0,USA,281277.70164985256,0.0,2022-07-10,0.0,0.0
Georgia,US,2022-07-11 04:31:26,33.0406,-83.6431,2667557,38685,0.0,0.0,13.0,25124.33572628688,18966993.0,0.0,1.450203313368749,84000013.0,USA,178640.26892401293,0.0,2022-07-10,0.0,0.0
Grand Princess,US,2022-07-11 04:31:26,0.0,0.0,103,3,0.0,0.0,99999.0,0.0,0.0,0.0,2.912621359223301,84099999.0,USA,0.0,0.0,2022-07-10,0.0,0.0
Guam,US,2022-07-11 04:31:26,13.4443,144.7937,52823,371,0.0,0.0,66.0,32164.23408776769,442209.0,0.0,0.7023455691649471,316.0,GUM,269263.65014705074,0.0,2022-07-10,0.0,0.0
Hawaii,US,2022-07-11 04:31:26,21.0943,-157.4983,313076,1524,0.0,0.0,15.0,22111.885820187137,4107753.0,0.0,0.4867827620130575,84000015.0,USA,290121.77654477244,0.0,2022-07-10,0.0,0.0
