Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,03-30-2022,32.3182,-86.9023,1295069,19284,0.0,0.0,1.0,26412.8112645148,7445280.0,0.0,1.4890326306938086,84000001.0,USA,151845.79003239732,0.0,2022-03-30,0.0,0.0
Alaska,US,03-30-2022,61.3707,-152.4044,247211,1228,0.0,0.0,2.0,33792.99974711057,0.0,0.0,0.4967416498456784,84000002.0,USA,0.0,0.0,2022-03-30,0.0,0.0
American Samoa,US,03-30-2022,-14.271,-170.132,3442,2,0.0,0.0,60.0,6186.085800039538,0.0,0.0,0.0581057524694944,16.0,ASM,0.0,0.0,2022-03-30,0.0,0.0
Arizona,US,03-30-2022,33.7298,-111.4312,1997037,29268,0.0,0.0,4.0,27436.66225792265,18686089.0,0.0,1.4655712437976862,84000004.0,USA,256722.2904805888,0.0,2022-03-30,0.0,0.0
Arkansas,US,03-30-2022,34.9697,-92.3731,832815,11218,0.0,0.0,5.0,27596.72264997992,5058185.0,0.0,1.3469978326519094,84000005.0,USA,167611.44858976925,0.0,2022-03-30,0.0,0.0
California,US,03-30-2022,36.1162,-119.6816,9105995,88775,0.0,0.0,6.0,23029.67615869145,154650361.0,0.0,0.9767420034667698,84000006.0,USA,391398.7856365358,0.0,2022-03-30,0.0,0.0
Colorado,US,03-30-2022,39.0598,-105.3111,1345099,11968,0.0,0.0,8.0,23357.53887658681,17023029.0,0.0,0.8897486356022866,84000008.0,USA,295603.566477088,0.0,2022-03-30,0.0,0.0
Connecticut,US,03-30-2022,41.5978,-72.7554,736033,10779,0.0,0.0,9.0,20644.42497897084,13617952.0,0.0,1.4644723809937867,84000009.0,USA,381959.4888153464,0.0,2022-03-30,0.0,0.0
Delaware,US,03-30-2022,39.3185,-75.5071,259539,2846,0.0,0.0,10.0,26653.172637312528,3203080.0,0.0,1.096559669259726,84000010.0,USA,328938.01783594384,0.0,2022-03-30,0.0,0.0
Diamond Princess,US,03-30-2022,0.0,0.0,49,0,0.0,0.0,88888.0,0.0,0.0,0.0,0.0,84088888.0,USA,0.0,0.0,2022-03-30,0.0,0.0
District of Columbia,US,03-30-2022,38.8974,-77.0268,136598,1331,0.0,0.0,11.0,19075.195288976684,0.0,0.0,0.9797731442621246,84000011.0,USA,0.0,0.0,2022-03-30,0.0,0.0
Florida,US,03-30-2022,27.7663,-81.6868,5885004,73138,0.0,0.0,12.0,27400.48451100784,55786285.0,0.0,1.2427859012500246,84000012.0,USA,259740.0508256527,0.0,2022-03-30,0.0,0.0
Georgia,US,03-30-2022,33.0406,-83.6431,2496503,36923,0.0,0.0,13.0,23513.266825669467,17263256.0,0.0,1.478988809546794,84000013.0,USA,162593.65384613574,0.0,2022-03-30,0.0,0.0
Grand Princess,US,03-30-2022,0.0,0.0,103,3,0.0,0.0,99999.0,0.0,0.0,0.0,2.912621359223301,84099999.0,USA,0.0,0.0,2022-03-30,0.0,0.0
Guam,US,03-30-2022,13.4443,144.7937,47220,344,0.0,0.0,66.0,28752.53457063004,376227.0,0.0,0.7285048708174502,316.0,GUM,229086.8238861589,0.0,2022-03-30,0.0,0.0
Hawaii,US,03-30-2022,21.0943,-157.4983,240778,1379,0.0,0.0,15.0,17005.633277584413,3698730.0,0.0,0.5727267441377535,84000015.0,USA,261233.3600777472,0.0,2022-03-30,0.0,0.0
Idaho,US,03-30-2022,44.2405,-114.4788,443930,4873,0.0,0.0,16.0,24841.29004820753,1210303.0,0.0,1.097695582636902,84000016.0,USA,67725.74025007483,0.0,2022-03-30,0.0,0.0
