Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,07-18-2021,32.3182,-86.9023,560202,11443,0.0,0.0,1.0,11425.267453706112,4842269.0,0.0,2.0426560419277333,84000001.0,USA,98757.62387101444,0.0,2021-07-18,0.0,0.0
Alaska,US,07-18-2021,61.3707,-152.4044,72440,381,0.0,0.0,2.0,9902.330000205046,2428810.0,0.0,0.5259525124240751,84000002.0,USA,332011.01777744363,0.0,2021-07-18,0.0,0.0
American Samoa,US,07-18-2021,-14.271,-170.132,0,0,0.0,0.0,60.0,0.0,2140.0,0.0,0.0,16.0,ASM,3846.084721698028,0.0,2021-07-18,0.0,0.0
Arizona,US,07-18-2021,33.7298,-111.4312,908248,18117,0.0,0.0,4.0,12478.133165501558,10486516.0,0.0,1.9947195039240384,84000004.0,USA,144070.93997472356,0.0,2021-07-18,0.0,0.0
Arkansas,US,07-18-2021,34.9697,-92.3731,362580,5992,0.0,0.0,5.0,12014.69677951252,3200464.0,0.0,1.6526008053395114,84000005.0,USA,106052.74563888178,0.0,2021-07-18,0.0,0.0
California,US,07-18-2021,36.1162,-119.6816,3938143,63675,0.0,0.0,6.0,9968.548213549007,71458534.0,0.0,1.6173474374777057,84000006.0,USA,180851.7177077078,0.0,2021-07-18,0.0,0.0
Colorado,US,07-18-2021,39.0598,-105.3111,566289,6887,0.0,0.0,8.0,9833.56417102642,9257186.0,0.0,1.216163478365287,84000008.0,USA,160750.31048480087,0.0,2021-07-18,0.0,0.0
Connecticut,US,07-18-2021,41.5978,-72.7554,350675,8282,0.0,0.0,9.0,9835.814059288916,8926296.0,0.0,2.361730947458473,84000009.0,USA,250366.82881350085,0.0,2021-07-18,0.0,0.0
Delaware,US,07-18-2021,39.3185,-75.5071,110387,1697,0.0,0.0,10.0,11336.11429463402,1928670.0,0.0,1.537318706007048,84000010.0,USA,198063.39112967823,0.0,2021-07-18,0.0,0.0
Diamond Princess,US,07-18-2021,0.0,0.0,49,0,0.0,0.0,88888.0,0.0,0.0,0.0,0.0,84088888.0,USA,0.0,0.0,2021-07-18,0.0,0.0
District of Columbia,US,07-18-2021,38.8974,-77.0268,49652,1146,0.0,0.0,11.0,7035.362430552505,1698967.0,0.0,2.3080641263191817,84000011.0,USA,240732.47004246552,0.0,2021-07-18,0.0,0.0
Florida,US,07-18-2021,27.7663,-81.6868,2450344,38388,0.0,0.0,12.0,11408.76247809534,32245584.0,0.0,1.566637174209009,84000012.0,USA,150134.9234325758,0.0,2021-07-18,0.0,0.0
Georgia,US,07-18-2021,33.0406,-83.6431,1145976,21558,0.0,0.0,13.0,10793.35352844094,9281042.0,0.0,1.8811912291356887,84000013.0,USA,87413.32053926832,0.0,2021-07-18,0.0,0.0
Grand Princess,US,07-18-2021,0.0,0.0,103,3,0.0,0.0,99999.0,0.0,0.0,0.0,2.912621359223301,84099999.0,USA,0.0,0.0,2021-07-18,0.0,0.0
