Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,02-06-2021,32.3182,-86.9023,471311,8513,252880.0,209918.0,1.0,9612.343813256077,3798953.0,0.0,1.8062383436838945,84000001.0,USA,77479.29152173536,0.0,2021-02-06,0.0,0.0
Alaska,US,02-06-2021,61.3707,-152.4044,55261,279,0.0,0.0,2.0,7554.012398417049,1536911.0,0.0,0.5048768570963247,84000002.0,USA,210091.1085442454,0.0,2021-02-06,0.0,0.0
American Samoa,US,02-06-2021,-14.271,-170.132,0,0,0.0,0.0,60.0,0.0,2140.0,0.0,0.0,16.0,ASM,3846.084721698028,0.0,2021-02-06,0.0,0.0
Arizona,US,02-06-2021,33.7298,-111.4312,779093,14011,107304.0,657778.0,4.0,10703.713305517991,6922180.0,0.0,1.7983732365712437,84000004.0,USA,48498.89066988042,0.0,2021-02-06,0.0,0.0
Arkansas,US,02-06-2021,34.9697,-92.3731,306064,5061,284162.0,16841.0,5.0,10141.944274711015,2520485.0,0.0,1.6535757227246588,84000005.0,USA,83520.50033733138,0.0,2021-02-06,0.0,0.0
California,US,02-06-2021,36.1162,-119.6816,3467392,43563,0.0,0.0,6.0,8776.846091398098,43719155.0,0.0,1.251641110092571,84000006.0,USA,110647.16606807976,0.0,2021-02-06,0.0,0.0
Colorado,US,02-06-2021,39.0598,-105.3111,404256,5722,21426.0,377108.0,8.0,7019.873805640682,5628286.0,0.0,1.41543972136468,84000008.0,USA,97734.74595814082,0.0,2021-02-06,0.0,0.0
Connecticut,US,02-06-2021,41.5978,-72.7554,259372,7214,9800.0,242358.0,9.0,7274.926254183744,5959472.0,0.0,2.781333374458307,84000009.0,USA,167152.65839748667,0.0,2021-02-06,0.0,0.0
Delaware,US,02-06-2021,39.3185,-75.5071,79832,1329,0.0,0.0,10.0,8198.29034550466,1260655.0,0.0,1.6647459665297124,84000010.0,USA,129462.06678414892,0.0,2021-02-06,0.0,0.0
Diamond Princess,US,02-06-2021,0.0,0.0,49,0,0.0,0.0,88888.0,0.0,0.0,0.0,0.0,84088888.0,USA,0.0,0.0,2021-02-06,0.0,0.0
District of Columbia,US,02-06-2021,38.8974,-77.0268,37877,947,26680.0,10250.0,11.0,5366.922234392114,1129442.0,0.0,2.500198009346041,84000011.0,USA,160034.51652074605,0.0,2021-02-06,0.0,0.0
Florida,US,02-06-2021,27.7663,-81.6868,1771359,27599,0.0,0.0,12.0,8247.419176424406,21335315.0,0.0,1.558069256429668,84000012.0,USA,99336.88544561282,0.0,2021-02-06,0.0,0.0
Georgia,US,02-06-2021,33.0406,-83.6431,937402,15090,0.0,0.0,13.0,8828.90320937576,6628577.0,0.0,1.609768274443622,84000013.0,USA,62431.12853278992,0.0,2021-02-06,0.0,0.0
Grand Princess,US,02-06-2021,0.0,0.0,103,3,0.0,0.0,99999.0,0.0,0.0,0.0,2.912621359223301,84099999.0,USA,0.0,0.0,2021-02-06,0.0,0.0
Guam,US,02-06-2021,13.4443,144.7937,7636,129,7416.0,91.0,66.0,4649.605124551693,109195.0,0.0,1.6893661602933474,316.0,GUM,66489.47506226062,0.0,2021-02-06,0.0,0.0
Hawaii,US,02-06-2021,21.0943,-157.4983,27192,416,0.0,0.0,15.0,1920.512588708584,997323.0,0.0,1.5298617240364814,84000015.0,USA,70438.78260181713,0.0,2021-02-06,0.0,0.0
Idaho,US,02-06-2021,44.2405,-114.4788,165209,1767,85439.0,78003.0,16.0,9244.7113003724,612081.0,0.0,1.069554322101096,84000016.0,USA,34250.628824357256,0.0,2021-02-06,0.0,0.0
Illinois,US,02-06-2021,40.3495,-88.9861,1144281,21676,0.0,0.0,17.0,9030.1228213372,16555035.0,0.0,1.894289951506667,84000017.0,USA,130644.48274640244,0.0,2021-02-06,0.0,0.0
Indiana,US,02-06-2021,39.8494,-86.2583,637987,11752,415130.0,211105.0,18.0,9476.62278960325,7237304.0,0.0,1.8420438034003828,84000018.0,USA,107502.50400350912,0.0,2021-02-06,0.0,0.0
Iowa,US,02-06-2021,42.0115,-93.2105,324306,5108,293073.0,26125.0,19.0,10278.884462151394,1266063.0,0.0,1.5750556573113048,84000019.0,USA,40127.88939706567,0.0,2021-02-06,0.0,0.0
Kansas,US,02-06-2021,38.5266,-96.7265,283926,4112,5912.0,273902.0,20.0,9745.808381794754,1197053.0,0.0,1.4482646886864887,84000020.0,USA,41089.04841702611,0.0,2021-02-06,0.0,0.0
Kentucky,US,02-06-2021,37.6681,-84.6701,376253,4020,44916.0,327317.0,21.0,8421.677235554169,3676301.0,0.0,1.068430019162638,84000021.0,USA,82286.70719634136,0.0,2021-02-06,0.0,0.0
Louisiana,US,02-06-2021,31.1695,-91.8678,409861,9076,363457.0,37328.0,22.0,8816.50165612845,5139629.0,0.0,2.214409275339688,84000022.0,USA,110558.32975175927,0.0,2021-02-06,0.0,0.0
Maine,US,02-06-2021,44.6939,-69.3819,41065,634,12521.0,27910.0,23.0,3054.9496656777355,1438225.0,0.0,1.5438938268598563,84000023.0,USA,106993.91167464656,0.0,2021-02-06,0.0,0.0
Maryland,US,02-06-2021,39.0639,-76.8021,362084,7329,9514.0,345241.0,24.0,5989.136044249778,7188638.0,0.0,2.024115950994797,84000024.0,USA,118905.36713818792,0.0,2021-02-06,0.0,0.0
Massachusetts,US,02-06-2021,42.2302,-71.5301,540827,12583,425717.0,100189.0,25.0,7846.597963033168,14212421.0,0.0,2.758922908804479,84000025.0,USA,206201.1579828112,0.0,2021-02-06,0.0,0.0
Michigan,US,02-06-2021,43.3266,-84.5361,620685,15854,498495.0,106336.0,26.0,6215.018398681387,9609921.0,0.0,2.5542747126159,84000026.0,USA,96225.67941044916,0.0,2021-02-06,0.0,0.0
Minnesota,US,02-06-2021,45.6945,-93.9002,467217,6357,452183.0,8677.0,27.0,8284.529912590042,6391756.0,0.0,1.3606097380874411,84000027.0,USA,113336.40209148398,0.0,2021-02-06,0.0,0.0
Mississippi,US,02-06-2021,32.7416,-89.6787,280778,6266,238176.0,36336.0,28.0,9434.27227601844,1608408.0,0.0,2.231656326350356,84000028.0,USA,54043.261946898485,0.0,2021-02-06,0.0,0.0
Missouri,US,02-06-2021,38.4561,-92.2884,543392,7472,0.0,0.0,29.0,8853.741339205935,4237855.0,0.0,1.3750662505152818,84000029.0,USA,69049.36400068563,0.0,2021-02-06,0.0,0.0
Montana,US,02-06-2021,46.9219,-110.4544,95717,1312,91060.0,3345.0,30.0,8955.741978221857,989166.0,0.0,1.3707073978499118,84000030.0,USA,92551.11912857488,0.0,2021-02-06,0.0,0.0
Nebraska,US,02-06-2021,41.1254,-98.2681,193421,1968,139885.0,51568.0,31.0,9998.97643103213,2171505.0,0.0,1.0174696646175958,84000031.0,USA,112256.8248270272,0.0,2021-02-06,0.0,0.0
Nevada,US,02-06-2021,38.3135,-117.0554,283391,4496,0.0,0.0,32.0,9200.540492104945,2542294.0,0.0,1.5865006298718023,84000032.0,USA,82537.83249939287,0.0,2021-02-06,0.0,0.0
New Hampshire,US,02-06-2021,43.4525,-71.5639,68260,1098,62942.0,4220.0,33.0,5020.184436251527,1312474.0,0.0,1.608555523000293,84000033.0,USA,96525.95294147063,0.0,2021-02-06,0.0,0.0
New Jersey,US,02-06-2021,40.2989,-74.521,717835,21964,69543.0,626328.0,34.0,8081.734347047293,9716746.0,0.0,3.059756072077845,84000034.0,USA,109395.83593685793,0.0,2021-02-06,0.0,0.0
New Mexico,US,02-06-2021,34.8405,-106.2485,177214,3386,110240.0,63588.0,35.0,8451.523705557296,2418457.0,0.0,1.9106842574514429,84000035.0,USA,115338.7806063346,0.0,2021-02-06,0.0,0.0
New York,US,02-06-2021,42.1657,-74.9481,1470301,44478,132012.0,1293811.0,36.0,7558.004418831082,33247575.0,0.0,3.0250948615283537,84000036.0,USA,170907.39839353837,0.0,2021-02-06,0.0,0.0
