Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,12-16-2021,32.3182,-86.9023,855692,16320,0.0,0.0,1.0,17451.75839785772,6390383.0,0.0,1.907228301772133,84000001.0,USA,130331.2642700612,0.0,2021-12-16,0.0,0.0
Alaska,US,12-16-2021,61.3707,-152.4044,154232,889,0.0,0.0,2.0,21083.0502566486,3619506.0,0.0,0.5764043778204264,84000002.0,USA,494775.57771565655,0.0,2021-12-16,0.0,0.0
American Samoa,US,12-16-2021,-14.271,-170.132,10,0,0.0,0.0,60.0,17.97235851260761,2140.0,0.0,0.0,16.0,ASM,3846.084721698028,0.0,2021-12-16,0.0,0.0
Arizona,US,12-16-2021,33.7298,-111.4312,1326908,23344,0.0,0.0,4.0,18229.971023739487,15109080.0,0.0,1.7592779604916091,84000004.0,USA,207578.89062042112,0.0,2021-12-16,0.0,0.0
Arkansas,US,12-16-2021,34.9697,-92.3731,541315,8913,0.0,0.0,5.0,17937.38095648359,4319696.0,0.0,1.6465459113455196,84000005.0,USA,143140.37624709887,0.0,2021-12-16,0.0,0.0
California,US,12-16-2021,36.1162,-119.6816,5189411,75551,0.0,0.0,6.0,13133.497955809777,115740483.0,0.0,1.4568913138614816,84000006.0,USA,292923.2379560117,0.0,2021-12-16,0.0,0.0
Colorado,US,12-16-2021,39.0598,-105.3111,864039,9841,0.0,0.0,8.0,15003.9696211113,13598767.0,0.0,1.138953218546848,84000008.0,USA,236141.5248068326,0.0,2021-12-16,0.0,0.0
Connecticut,US,12-16-2021,41.5978,-72.7554,454123,9002,0.0,0.0,9.0,12737.347652517175,11330031.0,0.0,1.9822823332004764,84000009.0,USA,317787.3478348307,0.0,2021-12-16,0.0,0.0
Delaware,US,12-16-2021,39.3185,-75.5071,163021,2231,0.0,0.0,10.0,16741.325413549894,2533216.0,0.0,1.3685353420724935,84000010.0,USA,260146.8117531557,0.0,2021-12-16,0.0,0.0
Diamond Princess,US,12-16-2021,0.0,0.0,49,0,0.0,0.0,88888.0,0.0,0.0,0.0,0.0,84088888.0,USA,0.0,0.0,2021-12-16,0.0,0.0
District of Columbia,US,12-16-2021,38.8974,-77.0268,70375,1204,0.0,0.0,11.0,9971.675482359877,2497728.0,0.0,1.7108348134991118,84000011.0,USA,353911.659811066,0.0,2021-12-16,0.0,0.0
Florida,US,12-16-2021,27.7663,-81.6868,3754042,62191,0.0,0.0,12.0,17478.75951735511,44820743.0,0.0,1.656641028523389,84000012.0,USA,208684.66263461555,0.0,2021-12-16,0.0,0.0
Georgia,US,12-16-2021,33.0406,-83.6431,1688806,30911,0.0,0.0,13.0,15905.987733558322,13475641.0,0.0,1.830346410422512,84000013.0,USA,126920.0727897909,0.0,2021-12-16,0.0,0.0
Grand Princess,US,12-16-2021,0.0,0.0,103,3,0.0,0.0,99999.0,0.0,0.0,0.0,2.912621359223301,84099999.0,USA,0.0,0.0,2021-12-16,0.0,0.0
Guam,US,12-16-2021,13.4443,144.7937,19357,270,0.0,0.0,66.0,11786.590675215704,270317.0,0.0,1.3948442423929328,316.0,GUM,164597.6045643583,0.0,2021-12-16,0.0,0.0
Hawaii,US,12-16-2021,21.0943,-157.4983,90270,1065,0.0,0.0,15.0,6375.576323283461,2860276.0,0.0,1.1797939514788969,84000015.0,USA,202015.15391221803,0.0,2021-12-16,0.0,0.0
Idaho,US,12-16-2021,44.2405,-114.4788,313423,4060,0.0,0.0,16.0,17538.421937646362,1070860.0,0.0,1.295373983402622,84000016.0,USA,59922.834368083975,0.0,2021-12-16,0.0,0.0
Illinois,US,12-16-2021,40.3495,-88.9861,1933299,30128,0.0,0.0,17.0,15256.615446193566,41632021.0,0.0,1.5257920302737664,84000017.0,USA,328540.16009222355,0.0,2021-12-16,0.0,0.0
Indiana,US,12-16-2021,39.8494,-86.2583,1176411,18332,0.0,0.0,18.0,17474.34241221208,16054997.0,0.0,1.5582989278406951,84000018.0,USA,238480.01676713128,0.0,2021-12-16,0.0,0.0
Iowa,US,12-16-2021,42.0115,-93.2105,553407,7680,0.0,0.0,19.0,17540.244748927915,1804739.0,0.0,1.3877670502902926,84000019.0,USA,57201.23483789584,0.0,2021-12-16,0.0,0.0
Kansas,US,12-16-2021,38.5266,-96.7265,494380,6899,0.0,0.0,20.0,16969.67783081398,1966021.0,0.0,1.3954852542578584,84000020.0,USA,67484.00618676875,0.0,2021-12-16,0.0,0.0
Kentucky,US,12-16-2021,37.6681,-84.6701,823213,11719,0.0,0.0,21.0,18425.99044289947,8006167.0,0.0,1.423568383881207,84000021.0,USA,179202.1707945053,0.0,2021-12-16,0.0,0.0
Louisiana,US,12-16-2021,31.1695,-91.8678,779567,14918,0.0,0.0,22.0,16769.23090160588,10532885.0,0.0,1.913626410558682,84000022.0,USA,226572.418567052,0.0,2021-12-16,0.0,0.0
Maine,US,12-16-2021,44.6939,-69.3819,134170,1405,0.0,0.0,23.0,9981.312471544668,3264628.0,0.0,1.0471789520757249,84000023.0,USA,242865.559896802,0.0,2021-12-16,0.0,0.0
