Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,04-25-2021,32.3182,-86.9023,526131,10851,0.0,0.0,1.0,10730.392591754136,4437040.0,0.0,2.062414113595284,84000001.0,USA,90493.0162741157,0.0,2021-04-25,0.0,0.0
Alaska,US,04-25-2021,61.3707,-152.4044,67059,334,0.0,0.0,2.0,9166.763493701686,2053055.0,0.0,0.4980688647310577,84000002.0,USA,280646.4400686219,0.0,2021-04-25,0.0,0.0
American Samoa,US,04-25-2021,-14.271,-170.132,0,0,0.0,0.0,60.0,0.0,2140.0,0.0,0.0,16.0,ASM,3846.084721698028,0.0,2021-04-25,0.0,0.0
Arizona,US,04-25-2021,33.7298,-111.4312,858737,17268,0.0,0.0,4.0,11797.917132923289,9058061.0,0.0,2.010860135291713,84000004.0,USA,124445.84670622586,0.0,2021-04-25,0.0,0.0
Arkansas,US,04-25-2021,34.9697,-92.3731,334706,5718,0.0,0.0,5.0,11091.045011538192,2951531.0,0.0,1.7083649531230394,84000005.0,USA,97803.93292606146,0.0,2021-04-25,0.0,0.0
California,US,04-25-2021,36.1162,-119.6816,3795750,60510,0.0,0.0,6.0,9608.1382209247,58896325.0,0.0,1.588219753033738,84000006.0,USA,149058.49513959262,0.0,2021-04-25,0.0,0.0
Colorado,US,04-25-2021,39.0598,-105.3111,502242,6251,0.0,0.0,8.0,8721.393027914459,7668058.0,0.0,1.2446191278308067,84000008.0,USA,133155.22711928448,0.0,2021-04-25,0.0,0.0
Connecticut,US,04-25-2021,41.5978,-72.7554,334766,8047,0.0,0.0,9.0,9389.59472266889,7889286.0,0.0,2.4037686025462563,84000009.0,USA,221280.5308520745,0.0,2021-04-25,0.0,0.0
Delaware,US,04-25-2021,39.3185,-75.5071,103222,1616,0.0,0.0,10.0,10600.309725970565,1694349.0,0.0,1.5655577299412915,84000010.0,USA,173999.96303005653,0.0,2021-04-25,0.0,0.0
Diamond Princess,US,04-25-2021,0.0,0.0,49,0,0.0,0.0,88888.0,0.0,0.0,0.0,0.0,84088888.0,USA,0.0,0.0,2021-04-25,0.0,0.0
District of Columbia,US,04-25-2021,38.8974,-77.0268,47323,1099,0.0,0.0,11.0,6705.358420628297,1484117.0,0.0,2.3223379751917674,84000011.0,USA,210289.63555031604,0.0,2021-04-25,0.0,0.0
Florida,US,04-25-2021,27.7663,-81.6868,2208584,34848,0.0,0.0,12.0,10283.131784321598,27542734.0,0.0,1.5778435413821708,84000012.0,USA,128238.52904055952,0.0,2021-04-25,0.0,0.0
Georgia,US,04-25-2021,33.0406,-83.6431,1093768,19975,0.0,0.0,13.0,10301.633456630672,8215411.0,0.0,1.8262556593354349,84000013.0,USA,77376.69489102959,0.0,2021-04-25,0.0,0.0
Grand Princess,US,04-25-2021,0.0,0.0,103,3,0.0,0.0,99999.0,0.0,0.0,0.0,2.912621359223301,84099999.0,USA,0.0,0.0,2021-04-25,0.0,0.0
Guam,US,04-25-2021,13.4443,144.7937,7915,136,0.0,0.0,66.0,4819.489858672951,139870.0,0.0,1.7182564750473783,316.0,GUM,85167.66222774299,0.0,2021-04-25,0.0,0.0
Hawaii,US,04-25-2021,21.0943,-157.4983,33351,478,0.0,0.0,15.0,2355.5095375853184,1404732.0,0.0,1.4332403825972235,84000015.0,USA,99213.20571351082,0.0,2021-04-25,0.0,0.0
Idaho,US,04-25-2021,44.2405,-114.4788,186183,2031,0.0,0.0,16.0,10418.36754678761,701182.0,0.0,1.0908622162066357,84000016.0,USA,39236.5135011877,0.0,2021-04-25,0.0,0.0
Illinois,US,04-25-2021,40.3495,-88.9861,1321033,24139,0.0,0.0,17.0,10424.965756697478,22208256.0,0.0,1.8272821345114008,84000017.0,USA,175257.02107061015,0.0,2021-04-25,0.0,0.0
Indiana,US,04-25-2021,39.8494,-86.2583,714786,13274,0.0,0.0,18.0,10617.390788980572,9623269.0,0.0,1.857059315655315,84000018.0,USA,142943.49307412608,0.0,2021-04-25,0.0,0.0
Iowa,US,04-25-2021,42.0115,-93.2105,362924,5927,0.0,0.0,19.0,11502.88266187438,1417737.0,0.0,1.6331242904850602,84000019.0,USA,44935.19953598494,0.0,2021-04-25,0.0,0.0
Kansas,US,04-25-2021,38.5266,-96.7265,308883,4962,0.0,0.0,20.0,10602.461663933238,1362304.0,0.0,1.6064335039480968,84000020.0,USA,46761.31718036573,0.0,2021-04-25,0.0,0.0
Kentucky,US,04-25-2021,37.6681,-84.6701,440955,6449,0.0,0.0,21.0,9869.90319121386,4593766.0,0.0,1.4625075121044098,84000021.0,USA,102822.34174255816,0.0,2021-04-25,0.0,0.0
Louisiana,US,04-25-2021,31.1695,-91.8678,455541,10336,0.0,0.0,22.0,9799.122094891707,6391230.0,0.0,2.268950544517398,84000022.0,USA,137481.46293425778,0.0,2021-04-25,0.0,0.0
Maine,US,04-25-2021,44.6939,-69.3819,59776,772,0.0,0.0,23.0,4446.917599307252,2010760.0,0.0,1.2914882226980728,84000023.0,USA,149586.5235543203,0.0,2021-04-25,0.0,0.0
Maryland,US,04-25-2021,39.0639,-76.8021,443257,8661,0.0,0.0,24.0,7331.797250267959,9520097.0,0.0,1.9539454537661,84000024.0,USA,157469.41617816358,0.0,2021-04-25,0.0,0.0
Massachusetts,US,04-25-2021,42.2302,-71.5301,682784,14096,0.0,0.0,25.0,9906.183573659671,20900149.0,0.0,2.570359000796738,84000025.0,USA,303230.17632346327,0.0,2021-04-25,0.0,0.0
Michigan,US,04-25-2021,43.3266,-84.5361,911800,18409,0.0,0.0,26.0,9129.999558419631,12624062.0,0.0,2.018973459091906,84000026.0,USA,126406.75639993644,0.0,2021-04-25,0.0,0.0
Minnesota,US,04-25-2021,45.6945,-93.9002,568243,7157,0.0,0.0,27.0,10075.887930276302,8380026.0,0.0,1.2594963774300785,84000027.0,USA,148591.7166226449,0.0,2021-04-25,0.0,0.0
Mississippi,US,04-25-2021,32.7416,-89.6787,310349,7175,0.0,0.0,28.0,10427.87172282033,1873280.0,0.0,2.311913362053688,84000028.0,USA,62943.085174835,0.0,2021-04-25,0.0,0.0
Missouri,US,04-25-2021,38.4561,-92.2884,588517,9075,0.0,0.0,29.0,9588.984180343949,5218180.0,0.0,1.5420115306779585,84000029.0,USA,85022.26013893768,0.0,2021-04-25,0.0,0.0
Montana,US,04-25-2021,46.9219,-110.4544,108097,1563,0.0,0.0,30.0,10114.074204371722,1291301.0,0.0,1.4459235686466785,84000030.0,USA,120820.32002904252,0.0,2021-04-25,0.0,0.0
Nebraska,US,04-25-2021,41.1254,-98.2681,218732,2242,0.0,0.0,31.0,11307.438761626296,2803814.0,0.0,1.0249986284585704,84000031.0,USA,144944.29303435472,0.0,2021-04-25,0.0,0.0
Nevada,US,04-25-2021,38.3135,-117.0554,312840,5422,0.0,0.0,32.0,10156.628430508064,3136964.0,0.0,1.7331543280910369,84000032.0,USA,101844.32217069525,0.0,2021-04-25,0.0,0.0
New Hampshire,US,04-25-2021,43.4525,-71.5639,93821,1284,0.0,0.0,33.0,6900.069205882721,1848642.0,0.0,1.3685635412114558,84000033.0,USA,135958.44999415317,0.0,2021-04-25,0.0,0.0
New Jersey,US,04-25-2021,40.2989,-74.521,997891,25380,0.0,0.0,34.0,11234.740531332924,13373612.0,0.0,2.54336395458021,84000034.0,USA,150566.60575826454,0.0,2021-04-25,0.0,0.0
New Mexico,US,04-25-2021,34.8405,-106.2485,196221,4024,0.0,0.0,35.0,9357.98770429062,3208476.0,0.0,2.050748900474465,84000035.0,USA,153015.62502235518,0.0,2021-04-25,0.0,0.0
New York,US,04-25-2021,42.1657,-74.9481,2031093,51800,0.0,0.0,36.0,10440.72599355974,50143124.0,0.0,2.55035096866564,84000036.0,USA,257758.0731877316,0.0,2021-04-25,0.0,0.0
North Carolina,US,04-25-2021,35.6301,-79.8064,956932,12523,0.0,0.0,37.0,9123.992523324565,11160732.0,0.0,1.3086614304882689,84000037.0,USA,106413.4497778622,0.0,2021-04-25,0.0,0.0
