Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,12-02-2020,32.3182,-86.9023,256828,3711,168387.0,84730.0,1.0,5237.98306610907,2745801.0,0.0,1.4449359104147523,84000001.0,USA,56000.35487137442,0.0,2020-12-02,0.0,0.0
Alaska,US,12-02-2020,61.3707,-152.4044,33828,123,7165.0,26540.0,2.0,4624.185798549645,1024643.0,0.0,0.3636041149343739,84000002.0,USA,140065.61455549556,0.0,2020-12-02,0.0,0.0
American Samoa,US,12-02-2020,-14.271,-170.132,0,0,0.0,0.0,60.0,0.0,1988.0,0.0,0.0,16.0,ASM,3572.904872306393,0.0,2020-12-02,0.0,0.0
Arizona,US,12-02-2020,33.7298,-111.4312,340979,6739,53694.0,280546.0,4.0,4684.603069469524,3914647.0,0.0,1.976368046126008,84000004.0,USA,31436.91395063168,0.0,2020-12-02,0.0,0.0
Arkansas,US,12-02-2020,34.9697,-92.3731,161521,2522,142600.0,16399.0,5.0,5352.269398542781,1703266.0,0.0,1.5614068758861075,84000005.0,USA,56440.577320462166,0.0,2020-12-02,0.0,0.0
California,US,12-02-2020,36.1162,-119.6816,1303672,19476,0.0,0.0,6.0,3298.1920556583214,24299126.0,0.0,1.4940273436930485,84000006.0,USA,61497.74463461598,0.0,2020-12-02,0.0,0.0
Colorado,US,12-02-2020,39.0598,-105.3111,241172,3193,12996.0,224983.0,8.0,4187.932907499146,3288900.0,0.0,1.323951370805898,84000008.0,USA,57111.49113277637,0.0,2020-12-02,0.0,0.0
Connecticut,US,12-02-2020,41.5978,-72.7554,121426,5091,9800.0,106535.0,9.0,3405.784723642164,3327440.0,0.0,4.192677021395747,84000009.0,USA,93328.8119581958,0.0,2020-12-02,0.0,0.0
Delaware,US,12-02-2020,39.3185,-75.5071,36698,829,17907.0,17962.0,10.0,3768.6749561495394,748039.0,0.0,2.258978690936836,84000010.0,USA,76819.33199419982,0.0,2020-12-02,0.0,0.0
Diamond Princess,US,12-02-2020,0.0,0.0,49,0,0.0,0.0,88888.0,0.0,0.0,0.0,0.0,84088888.0,USA,0.0,0.0,2020-12-02,0.0,0.0
District of Columbia,US,12-02-2020,38.8974,-77.0268,21842,690,16070.0,5082.0,11.0,3094.868005480702,701485.0,0.0,3.15905136892226,84000011.0,USA,99395.81919350928,0.0,2020-12-02,0.0,0.0
Florida,US,12-02-2020,27.7663,-81.6868,1018160,18776,0.0,0.0,12.0,4740.536677583863,14366908.0,0.0,1.8441109452345408,84000012.0,USA,66892.09389238726,0.0,2020-12-02,0.0,0.0
Georgia,US,12-02-2020,33.0406,-83.6431,482139,9567,0.0,0.0,13.0,4541.017156422985,4362964.0,0.0,1.9842825409269944,84000013.0,USA,41092.494854919125,0.0,2020-12-02,0.0,0.0
Grand Princess,US,12-02-2020,0.0,0.0,103,3,0.0,0.0,99999.0,0.0,0.0,0.0,2.912621359223301,84099999.0,USA,0.0,0.0,2020-12-02,0.0,0.0
Guam,US,12-02-2020,13.4443,144.7937,6920,112,6005.0,803.0,66.0,4213.628530892839,85486.0,0.0,1.6184971098265897,316.0,GUM,52052.92609709613,0.0,2020-12-02,0.0,0.0
Hawaii,US,12-02-2020,21.0943,-157.4983,18342,244,11958.0,6140.0,15.0,1295.4560864258915,677445.0,0.0,1.33028023116345,84000015.0,USA,47846.486123039365,0.0,2020-12-02,0.0,0.0
Idaho,US,12-02-2020,44.2405,-114.4788,104734,991,41354.0,62389.0,16.0,5860.670988464326,477248.0,0.0,0.9462065804800732,84000016.0,USA,26705.687817734663,0.0,2020-12-02,0.0,0.0
Illinois,US,12-02-2020,40.3495,-88.9861,748603,13397,0.0,0.0,17.0,5907.619749363568,10699586.0,0.0,1.7896000951104925,84000017.0,USA,84436.05698028719,0.0,2020-12-02,0.0,0.0
Indiana,US,12-02-2020,39.8494,-86.2583,350970,6617,208176.0,136177.0,18.0,5213.288516015299,4342486.0,0.0,1.8853463258968004,84000018.0,USA,64503.04127064197,0.0,2020-12-02,0.0,0.0
Iowa,US,12-02-2020,42.0115,-93.2105,236159,2518,142246.0,91395.0,19.0,7485.063722833408,1078029.0,0.0,1.066230802129074,84000019.0,USA,34168.14840875163,0.0,2020-12-02,0.0,0.0
Kansas,US,12-02-2020,38.5266,-96.7265,164588,1683,3512.0,159393.0,20.0,5649.511175245785,831182.0,0.0,1.022553284565096,84000020.0,USA,28530.463932140512,0.0,2020-12-02,0.0,0.0
Kentucky,US,12-02-2020,37.6681,-84.6701,186765,1943,28486.0,156336.0,21.0,4180.364140347783,2619809.0,0.0,1.040344818354617,84000021.0,USA,58639.228967742274,0.0,2020-12-02,0.0,0.0
Louisiana,US,12-02-2020,31.1695,-91.8678,241335,6501,202891.0,31943.0,22.0,5191.346400808468,3518499.0,0.0,2.6937659270308907,84000022.0,USA,75686.27476287399,0.0,2020-12-02,0.0,0.0
Maine,US,12-02-2020,44.6939,-69.3819,12208,218,9564.0,2426.0,23.0,908.190077160448,892341.0,0.0,1.7857142857142858,84000023.0,USA,66383.94836528762,0.0,2020-12-02,0.0,0.0
Maryland,US,12-02-2020,39.0639,-76.8021,203355,4715,8648.0,189992.0,24.0,3363.6414762276536,4496011.0,0.0,2.3186053945071428,84000024.0,USA,74367.33336862024,0.0,2020-12-02,0.0,0.0
Massachusetts,US,12-02-2020,42.2302,-71.5301,234232,9201,155473.0,67935.0,25.0,3398.359057660185,8566262.0,0.0,4.621059462413334,84000025.0,USA,124283.76164653106,0.0,2020-12-02,0.0,0.0
Michigan,US,12-02-2020,43.3266,-84.5361,402886,9842,165269.0,227775.0,26.0,4034.16209924704,6762022.0,0.0,2.442874659332913,84000026.0,USA,67709.21021498555,0.0,2020-12-02,0.0,0.0
Minnesota,US,12-02-2020,45.6945,-93.9002,327477,3751,286219.0,37507.0,27.0,5806.70866467883,4218617.0,0.0,1.1454239534379511,84000027.0,USA,74803.05452554351,0.0,2020-12-02,0.0,0.0
Mississippi,US,12-02-2020,32.7416,-89.6787,156868,3851,128746.0,24271.0,28.0,5270.838254401913,1139263.0,0.0,2.454930259836296,84000028.0,USA,38279.77026687844,0.0,2020-12-02,0.0,0.0
Missouri,US,12-02-2020,38.4561,-92.2884,329267,4106,0.0,0.0,29.0,5364.9020403986815,3103739.0,0.0,1.247012303085338,84000029.0,USA,50570.67879248442,0.0,2020-12-02,0.0,0.0
Montana,US,12-02-2020,46.9219,-110.4544,64340,713,47533.0,16094.0,30.0,6019.959243173044,663581.0,0.0,1.1081753186198322,84000030.0,USA,62087.823664035,0.0,2020-12-02,0.0,0.0
Nebraska,US,12-02-2020,41.1254,-98.2681,132530,1128,64975.0,66427.0,31.0,6851.191682416533,1386201.0,0.0,0.8511280464800423,84000031.0,USA,71660.2185268051,0.0,2020-12-02,0.0,0.0
Nevada,US,12-02-2020,38.3135,-117.0554,156997,2202,0.0,0.0,32.0,5097.04703268276,1664999.0,0.0,1.402574571488627,84000032.0,USA,54055.67120626359,0.0,2020-12-02,0.0,0.0
New Hampshire,US,12-02-2020,43.4525,-71.5639,22428,537,17101.0,4790.0,33.0,1649.46815904262,829973.0,0.0,2.3943285179240235,84000033.0,USA,61040.39755506869,0.0,2020-12-02,0.0,0.0
New Jersey,US,12-02-2020,40.2989,-74.521,378624,17145,44380.0,317099.0,34.0,4262.732501781656,6133587.0,0.0,4.528239097363083,84000034.0,USA,69054.89524542933,0.0,2020-12-02,0.0,0.0
New Mexico,US,12-02-2020,34.8405,-106.2485,100963,1629,34411.0,64923.0,35.0,4815.032603993936,1592222.0,0.0,1.613462357497301,84000035.0,USA,75934.75672074356,0.0,2020-12-02,0.0,0.0
New York,US,12-02-2020,42.1657,-74.9481,671635,34573,86201.0,550861.0,36.0,3452.504145642024,19761724.0,0.0,5.147587603385768,84000036.0,USA,101584.0955802385,0.0,2020-12-02,0.0,0.0
North Carolina,US,12-02-2020,35.6301,-79.8064,371594,5366,315979.0,50249.0,37.0,3543.011287857725,5378004.0,0.0,1.444049150416853,84000037.0,USA,51277.27809960332,0.0,2020-12-02,0.0,0.0
North Dakota,US,12-02-2020,47.5289,-99.784,82309,972,73933.0,5230.0,38.0,10515.54860365692,1096339.0,0.0,1.2129531415735946,84000038.0,USA,143864.8036511465,0.0,2020-12-02,0.0,0.0
Northern Mariana Islands,US,12-02-2020,15.0979,145.6739,106,2,29.0,75.0,69.0,192.2239953576092,17116.0,0.0,1.8867924528301887,580.0,MNP,31038.73494849848,0.0,2020-12-02,0.0,0.0
Ohio,US,12-02-2020,40.3888,-82.7649,437928,8408,289768.0,139752.0,39.0,3746.464655106039,6217744.0,0.0,1.919950311466725,84000039.0,USA,53192.66667236999,0.0,2020-12-02,0.0,0.0
Oklahoma,US,12-02-2020,35.5653,-96.9289,202341,1812,170905.0,29624.0,40.0,5113.532548001995,2143079.0,0.0,0.8955179622518422,84000040.0,USA,54159.58317612133,0.0,2020-12-02,0.0,0.0
Oregon,US,12-02-2020,44.572,-122.0709,78160,953,5870.0,71337.0,41.0,1853.1264514596328,1047275.0,0.0,1.219293756397134,84000041.0,USA,24830.25850118203,0.0,2020-12-02,0.0,0.0
Pennsylvania,US,12-02-2020,40.5908,-77.2098,383904,10703,225258.0,147943.0,42.0,2998.7840170773466,5805252.0,0.0,2.787936567475202,84000042.0,USA,25215.26147226029,0.0,2020-12-02,0.0,0.0
Puerto Rico,US,12-02-2020,18.2208,-66.5901,53708,1144,44947.0,7617.0,72.0,1681.6889783429472,1163349.0,0.0,2.1300364936322334,630.0,PRI,36426.4391015545,0.0,2020-12-02,0.0,0.0
Rhode Island,US,12-02-2020,41.6809,-71.5118,59005,1442,3839.0,53724.0,44.0,5569.867118007931,1574531.0,0.0,2.443860689772053,84000044.0,USA,148630.25918454616,0.0,2020-12-02,0.0,0.0
South Carolina,US,12-02-2020,33.8569,-80.945,220835,4444,116292.0,100099.0,45.0,4289.129285487599,2432901.0,0.0,2.012362170851541,84000045.0,USA,47252.59550248858,0.0,2020-12-02,0.0,0.0
South Dakota,US,12-02-2020,44.2998,-99.4388,82203,995,66351.0,14857.0,46.0,9292.054904771216,332540.0,0.0,1.2104181112611463,84000046.0,USA,37589.62492892742,0.0,2020-12-02,0.0,0.0
