Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,08-25-2021,32.3182,-86.9023,665653,12000,0.0,0.0,1.0,13575.93074705523,5304432.0,0.0,1.80274106779358,84000001.0,USA,108183.395078913,0.0,2021-08-25,0.0,0.0
Alaska,US,08-25-2021,61.3707,-152.4044,85491,438,0.0,0.0,2.0,11686.36242473122,2670600.0,0.0,0.5123346317156192,84000002.0,USA,365062.98313842615,0.0,2021-08-25,0.0,0.0
American Samoa,US,08-25-2021,-14.271,-170.132,0,0,0.0,0.0,60.0,0.0,2140.0,0.0,0.0,16.0,ASM,3846.084721698028,0.0,2021-08-25,0.0,0.0
Arizona,US,08-25-2021,33.7298,-111.4312,991309,18638,0.0,0.0,4.0,13619.282079520332,11482063.0,0.0,1.8801402993415777,84000004.0,USA,157748.4466012348,0.0,2021-08-25,0.0,0.0
Arkansas,US,08-25-2021,34.9697,-92.3731,441246,6774,0.0,0.0,5.0,14621.426706306973,3553849.0,0.0,1.5351980527868807,84000005.0,USA,117762.7506624022,0.0,2021-08-25,0.0,0.0
California,US,08-25-2021,36.1162,-119.6816,4375333,64988,0.0,0.0,6.0,11074.47687769934,79711481.0,0.0,1.4853150484074582,84000006.0,USA,201738.79105713693,0.0,2021-08-25,0.0,0.0
Colorado,US,08-25-2021,39.0598,-105.3111,606236,7088,0.0,0.0,8.0,10527.24070004251,9974577.0,0.0,1.1691816388337215,84000008.0,USA,173207.74906159964,0.0,2021-08-25,0.0,0.0
Connecticut,US,08-25-2021,41.5978,-72.7554,369132,8335,0.0,0.0,9.0,10353.500293244277,9404418.0,0.0,2.2579998482927515,84000009.0,USA,263777.306006501,0.0,2021-08-25,0.0,0.0
Delaware,US,08-25-2021,39.3185,-75.5071,117587,1869,0.0,0.0,10.0,12075.51316335375,2030809.0,0.0,1.589461420054938,84000010.0,USA,208552.48294247888,0.0,2021-08-25,0.0,0.0
Diamond Princess,US,08-25-2021,0.0,0.0,49,0,0.0,0.0,88888.0,0.0,0.0,0.0,0.0,84088888.0,USA,0.0,0.0,2021-08-25,0.0,0.0
District of Columbia,US,08-25-2021,38.8974,-77.0268,54156,1155,0.0,0.0,11.0,7673.549661423537,1823130.0,0.0,2.132727675603811,84000011.0,USA,258325.5520021991,0.0,2021-08-25,0.0,0.0
Florida,US,08-25-2021,27.7663,-81.6868,3130144,42731,0.0,0.0,12.0,14573.900406732795,36461947.0,0.0,1.365144862344991,84000012.0,USA,169766.24213249283,0.0,2021-08-25,0.0,0.0
Georgia,US,08-25-2021,33.0406,-83.6431,1348019,22400,0.0,0.0,13.0,12696.29174612333,10171860.0,0.0,1.6616976466948907,84000013.0,USA,95803.47321567578,0.0,2021-08-25,0.0,0.0
Grand Princess,US,08-25-2021,0.0,0.0,103,3,0.0,0.0,99999.0,0.0,0.0,0.0,2.912621359223301,84099999.0,USA,0.0,0.0,2021-08-25,0.0,0.0
Guam,US,08-25-2021,13.4443,144.7937,9759,145,0.0,0.0,66.0,5942.31225910162,188595.0,0.0,1.4858079721282915,316.0,GUM,114836.60011325649,0.0,2021-08-25,0.0,0.0
Hawaii,US,08-25-2021,21.0943,-157.4983,57747,573,0.0,0.0,15.0,4078.546648284591,2037357.0,0.0,0.9922593381474364,84000015.0,USA,143894.1514487185,0.0,2021-08-25,0.0,0.0
Idaho,US,08-25-2021,44.2405,-114.4788,216061,2316,0.0,0.0,16.0,12090.270919076813,865060.0,0.0,1.0719195042140877,84000016.0,USA,48406.745137977625,0.0,2021-08-25,0.0,0.0
Illinois,US,08-25-2021,40.3495,-88.9861,1499030,26331,0.0,0.0,17.0,11829.570509242516,28314824.0,0.0,1.751075034255668,84000017.0,USA,223447.15885743647,0.0,2021-08-25,0.0,0.0
