Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Alabama,US,06-18-2022,32.3182,-86.9023,1334981,19696,0.0,0.0,1.0,27226.812775777376,7779850.0,0.0,1.47537680311555,84000001.0,USA,158669.31392554025,0.0,2022-06-18,0.0,0.0
Alaska,US,06-18-2022,61.3707,-152.4044,266731,1285,0.0,0.0,2.0,36461.32500393004,0.0,0.0,0.4817587756953635,84000002.0,USA,0.0,0.0,2022-06-18,0.0,0.0
American Samoa,US,06-18-2022,-14.271,-170.132,6342,31,0.0,0.0,60.0,11398.069768695746,0.0,0.0,0.488804793440555,16.0,ASM,0.0,0.0,2022-06-18,0.0,0.0
Arizona,US,06-18-2022,33.7298,-111.4312,2093680,30400,0.0,0.0,4.0,28764.409991486136,19804859.0,0.0,1.4519888426120515,84000004.0,USA,272092.71908771835,0.0,2022-06-18,0.0,0.0
Arkansas,US,06-18-2022,34.9697,-92.3731,854717,11533,0.0,0.0,5.0,28322.4821757808,5232619.0,0.0,1.3493355110521963,84000005.0,USA,173391.61191382873,0.0,2022-06-18,0.0,0.0
California,US,06-18-2022,36.1162,-119.6816,9904733,91922,0.0,0.0,6.0,25042.35714604061,173309365.0,0.0,0.92899375752416,84000006.0,USA,438622.1575030086,0.0,2022-06-18,0.0,0.0
Colorado,US,06-18-2022,39.0598,-105.3111,1498847,12678,0.0,0.0,8.0,26027.360865301,18685691.0,0.0,0.8458501768359279,84000008.0,USA,324475.56199832744,0.0,2022-06-18,0.0,0.0
Connecticut,US,06-18-2022,41.5978,-72.7554,820870,11015,0.0,0.0,9.0,23023.95291038281,14594463.0,0.0,1.3418689926541352,84000009.0,USA,409348.8967367844,0.0,2022-06-18,0.0,0.0
Delaware,US,06-18-2022,39.3185,-75.5071,281986,2977,0.0,0.0,10.0,28958.351304833614,3390455.0,0.0,1.0557261708028058,84000010.0,USA,348180.3599229382,0.0,2022-06-18,0.0,0.0
Diamond Princess,US,06-18-2022,0.0,0.0,49,0,0.0,0.0,88888.0,0.0,0.0,0.0,0.0,84088888.0,USA,0.0,0.0,2022-06-18,0.0,0.0
District of Columbia,US,06-18-2022,38.8974,-77.0268,153903,1349,0.0,0.0,11.0,21807.04471419725,0.0,0.0,0.8765261235973307,84000011.0,USA,0.0,0.0,2022-06-18,0.0,0.0
Florida,US,06-18-2022,27.7663,-81.6868,6389198,75096,0.0,0.0,12.0,29748.00371193669,59411174.0,0.0,1.1753587852497294,84000012.0,USA,276617.4760404227,0.0,2022-06-18,0.0,0.0
Georgia,US,06-18-2022,33.0406,-83.6431,2608172,38360,0.0,0.0,13.0,24565.01921417278,18609640.0,0.0,1.4707618976049126,84000013.0,USA,175274.54637533042,0.0,2022-06-18,0.0,0.0
Grand Princess,US,06-18-2022,0.0,0.0,103,3,0.0,0.0,99999.0,0.0,0.0,0.0,2.912621359223301,84099999.0,USA,0.0,0.0,2022-06-18,0.0,0.0
Guam,US,06-18-2022,13.4443,144.7937,50608,370,0.0,0.0,66.0,30815.507614367743,421051.0,0.0,0.7311097059753399,316.0,GUM,256380.4200232602,0.0,2022-06-18,0.0,0.0
Hawaii,US,06-18-2022,21.0943,-157.4983,297851,1474,0.0,0.0,15.0,21036.57675270081,4037201.0,0.0,0.494878311639041,84000015.0,USA,285138.84023414546,0.0,2022-06-18,0.0,0.0
Idaho,US,06-18-2022,44.2405,-114.4788,457907,4954,0.0,0.0,16.0,25623.410452333854,1239386.0,0.0,1.0818790715145217,84000016.0,USA,69353.15727183958,0.0,2022-06-18,0.0,0.0
Illinois,US,06-18-2022,40.3495,-88.9861,3380095,38410,0.0,0.0,17.0,26674.106270914024,0.0,0.0,1.1363585934714853,84000017.0,USA,0.0,0.0,2022-06-18,0.0,0.0
Indiana,US,06-18-2022,39.8494,-86.2583,1755959,23806,0.0,0.0,18.0,26082.91560331,20115226.0,0.0,1.3557264150244963,84000018.0,USA,298790.4285347818,0.0,2022-06-18,0.0,0.0
Iowa,US,06-18-2022,42.0115,-93.2105,788289,9614,0.0,0.0,19.0,24984.833933953923,0.0,0.0,1.219603470300867,84000019.0,USA,0.0,0.0,2022-06-18,0.0,0.0
Kansas,US,06-18-2022,38.5266,-96.7265,798466,8943,0.0,0.0,20.0,27407.481651480062,0.0,0.0,1.1200226434187557,84000020.0,USA,0.0,0.0,2022-06-18,0.0,0.0
Kentucky,US,06-18-2022,37.6681,-84.6701,1384338,16095,0.0,0.0,21.0,30985.660767921017,0.0,0.0,1.1626495841333546,84000021.0,USA,0.0,0.0,2022-06-18,0.0,0.0
Louisiana,US,06-18-2022,31.1695,-91.8678,1282968,17373,0.0,0.0,22.0,26044.604256501792,13858193.0,0.0,1.4348838745911658,84000022.0,USA,298102.97036177554,0.0,2022-06-18,0.0,0.0
Maine,US,06-18-2022,44.6939,-69.3819,267707,2408,0.0,0.0,23.0,19915.53415681455,4343587.0,0.0,0.8994908612774414,84000023.0,USA,323132.5862289579,0.0,2022-06-18,0.0,0.0
Maryland,US,06-18-2022,39.0639,-76.8021,1117397,14719,0.0,0.0,24.0,18482.56937184899,21564653.0,0.0,1.317257877012378,84000024.0,USA,356695.2435458046,0.0,2022-06-18,0.0,0.0
Massachusetts,US,06-18-2022,42.2302,-71.5301,1905719,20818,0.0,0.0,25.0,27649.157352561186,45662048.0,0.0,1.0923960982705214,84000025.0,USA,662488.6198816308,0.0,2022-06-18,0.0,0.0
