FIPS,Date,Province_State,Lat,Long_,Confirmed,Deaths,Testing_Rate,Mortality_Rate
28.0,09-09-2020,MS,32.7416,-89.6787,87805,2623,20484.12226672791,2.987301406525824
29.0,09-09-2020,MO,38.4561,-92.2884,99546,1728,17448.823839562763,1.7358808992827437
30.0,09-09-2020,MT,46.9219,-110.4544,8468,122,25370.095567086893,1.4407179971658006
31.0,09-09-2020,NE,41.1254,-98.2681,36917,421,19920.77162625465,1.140396023512203
32.0,09-09-2020,NV,38.3135,-117.0554,72258,1412,20287.08935521448,1.954108887597221
33.0,09-09-2020,NH,43.4525,-71.5639,7494,433,26381.929689470777,5.777955697891647
34.0,09-09-2020,NJ,40.2989,-74.521,198984,16008,34801.65364622913,8.044867929079725
35.0,09-09-2020,NM,34.8405,-106.2485,26268,813,38137.253920086,3.095020557332115
36.0,09-09-2020,NY,42.1657,-74.9481,443409,32854,46141.500777158486,7.409412077788227
37.0,09-09-2020,NC,35.6301,-79.8064,179536,2958,23742.30603034835,1.6475804295517331
38.0,09-09-2020,ND,47.5289,-99.784,14403,157,27945.101579661496,1.11268603827073
39.0,09-09-2020,OH,40.3888,-82.7649,132965,4095,21135.622075266703,3.07975783100816
40.0,09-09-2020,OK,35.5653,-96.9289,65929,863,24097.624167576665,1.3089839069301823
41.0,09-09-2020,OR,44.572,-122.0709,28471,494,14085.207304296118,1.7350988725369674
42.0,09-09-2020,PA,40.5908,-77.2098,145863,7795,13801.995924227089,5.344055723521387
44.0,09-09-2020,RI,41.6809,-71.5118,22676,1092,56479.047274725046,4.815664138295996
45.0,09-09-2020,SC,33.8569,-80.945,126213,2942,19758.70091055748,2.330980168445406
46.0,09-09-2020,SD,44.2998,-99.4388,15571,173,17847.441782652975,1.111039753387708
47.0,09-09-2020,TN,35.7478,-86.6923,165062,1931,34667.472230170155,1.169565849404012
48.0,09-09-2020,TX,31.0545,-97.5635,685588,14229,18527.22460821245,2.0754447277373584
49.0,09-09-2020,UT,40.15,-111.8624,55673,427,21788.83815695652,0.7669786072243278
50.0,09-09-2020,VT,44.0459,-72.7107,1656,58,23585.351664853068,3.502415458937198
51.0,09-09-2020,VA,37.7693,-78.17,129289,2697,19916.8205237432,2.086024333083248
53.0,09-09-2020,WA,47.4009,-121.4905,79280,1958,20800.069022637614,2.4697275479313823
54.0,09-09-2020,WV,38.4912,-80.9545,11814,255,25886.827364049936,2.1584560690705943
55.0,09-09-2020,WI,44.2685,-89.6165,83334,1183,3.219643193894512e-06,1.4195886432908538
56.0,09-09-2020,WY,42.756,-107.3025,4152,42,14658.08739043367,1.0115606936416186
1.0,09-10-2020,AL,32.3182,-86.9023,135138,2301,32967.71384314481,1.7027039026772632
2.0,09-10-2020,AK,61.3707,-152.4044,6059,42,53732.44298026778,0.6931836936788249
4.0,09-10-2020,AZ,33.7298,-111.4312,207002,5273,17485.69150304923,2.5473183833972617
5.0,09-10-2020,AR,34.9697,-92.3731,66804,940,26415.830849187027,1.4071013711753788
6.0,09-10-2020,CA,36.1162,-119.6816,752298,13988,31357.362505268306,1.8497225083912128
8.0,09-10-2020,CO,39.0598,-105.3111,60175,1979,18741.54328310935,3.288741171582884
9.0,09-10-2020,CT,41.5978,-72.7554,54093,4478,36728.03900499455,8.278335459301573
10.0,09-10-2020,DE,39.3185,-75.5071,18466,628,26361.41816703021,3.4008447958410053
12.0,09-10-2020,FL,27.7663,-81.6868,654731,12326,40204.463812924056,1.8826052226028704
13.0,09-10-2020,GA,33.0406,-83.6431,289123,6204,23947.374047355937,2.145799538604677
15.0,09-10-2020,HI,21.0943,-157.4983,10292,94,16899.267730416308,0.9133307423241352
16.0,09-10-2020,ID,44.2405,-114.4788,34617,407,15229.664281937145,1.1757229107086111
17.0,09-10-2020,IL,40.3495,-88.9861,257566,8461,36124.634336296265,3.2849832664249163
18.0,09-10-2020,IN,39.8494,-86.2583,102243,3376,17292.084526662013,3.301937540956349
19.0,09-10-2020,IA,42.0115,-93.2105,72458,1207,21168.119883235555,1.6657925970907284
20.0,09-10-2020,KS,38.5266,-96.7265,47757,504,15151.6108459301,1.0553426722784094
21.0,09-10-2020,KY,37.6681,-84.6701,54772,1035,19797.576948894868,1.8896516468268456
22.0,09-10-2020,LA,31.1695,-91.8678,155419,5161,43248.18436781669,3.320700815215643
23.0,09-10-2020,ME,44.6939,-69.3819,4633,134,23352.640803682752,2.8922944096697605
24.0,09-10-2020,MD,39.0639,-76.8021,114078,3824,23549.493191832848,3.352092427987868
25.0,09-10-2020,MA,42.2302,-71.5301,123546,8369,27682.236772330747,7.41909895909216
26.0,09-10-2020,MI,43.3266,-84.5361,120846,6894,30404.44055622304,5.70478129189216
27.0,09-10-2020,MN,45.6945,-93.9002,82249,1936,21375.525920840224,2.353828010066992
28.0,09-10-2020,MS,32.7416,-89.6787,88322,2656,20605.08395244996,3.0071782794773667
29.0,09-10-2020,MO,38.4561,-92.2884,100863,1739,17660.88335374362,1.7241208371751782
30.0,09-10-2020,MT,46.9219,-110.4544,8663,123,25576.218821869457,1.4198314671591827
31.0,09-10-2020,NE,41.1254,-98.2681,37373,430,20177.646080868148,1.1505632408423194
32.0,09-10-2020,NV,38.3135,-117.0554,72546,1429,20366.468451597902,1.9697846883356769
33.0,09-10-2020,NH,43.4525,-71.5639,7573,434,26618.52408342656,5.730886042519477
34.0,09-10-2020,NJ,40.2989,-74.521,199455,16014,35055.025843851574,8.028878694442355
35.0,09-10-2020,NM,34.8405,-106.2485,26429,816,38300.738877609954,3.087517499716221
36.0,09-10-2020,NY,42.1657,-74.9481,444071,32854,46536.35393540545,7.3983664774326625
37.0,09-10-2020,NC,35.6301,-79.8064,180754,2990,24044.80170067288,1.654181926817664
38.0,09-10-2020,ND,47.5289,-99.784,14644,160,28120.021730515367,1.1078030880011078
39.0,09-10-2020,OH,40.3888,-82.7649,134086,4115,21304.899436226908,3.0689259132198736
40.0,09-10-2020,OK,35.5653,-96.9289,66700,876,24304.19631581833,1.313343328335832
41.0,09-10-2020,OR,44.572,-122.0709,28471,497,14154.225358290476,1.745635910224439
42.0,09-10-2020,PA,40.5908,-77.2098,146459,7808,13913.66607173307,5.331184836711981
44.0,09-10-2020,RI,41.6809,-71.5118,22782,1093,57289.819051296014,4.797647265384953
45.0,09-10-2020,SC,33.8569,-80.945,126592,2975,20052.754920937543,2.350069514661274
46.0,09-10-2020,SD,44.2998,-99.4388,15834,177,18001.28637135891,1.1178476695718076
47.0,09-10-2020,TN,35.7478,-86.6923,167056,1988,35041.42667912693,1.189721002046703
48.0,09-10-2020,TX,31.0545,-97.5635,690600,14245,18641.4649722145,2.062699102229945
49.0,09-10-2020,UT,40.15,-111.8624,56019,430,21951.81596265453,0.7675967082596976
50.0,09-10-2020,VT,44.0459,-72.7107,1661,58,23607.14692085918,3.4918723660445514
51.0,09-10-2020,VA,37.7693,-78.17,130525,2708,20109.63832427765,2.074698333652557
53.0,09-10-2020,WA,47.4009,-121.4905,79880,1965,20985.02237654554,2.459939909864797
54.0,09-10-2020,WV,38.4912,-80.9545,11814,258,26102.21148153584,2.1838496698831893
55.0,09-10-2020,WI,44.2685,-89.6165,84881,1193,3.2602121380852063e-06,1.4054971077155076
56.0,09-10-2020,WY,42.756,-107.3025,4199,42,14738.258929882732,1.0002381519409382
1.0,09-11-2020,AL,32.3182,-86.9023,136107,2333,33284.42634736401,1.7140925889190122
2.0,09-11-2020,AK,61.3707,-152.4044,6151,43,53938.71873910696,0.6990733214111526
4.0,09-11-2020,AZ,33.7298,-111.4312,207523,5288,17577.60330563752,2.548151289254685
5.0,09-11-2020,AR,34.9697,-92.3731,67911,953,26454.932129455723,1.4033072698090148
6.0,09-11-2020,CA,36.1162,-119.6816,756544,14118,31513.438259345723,1.8572737162261297
8.0,09-11-2020,CO,39.0598,-105.3111,60482,1985,18879.125558108582,3.281968188882643
9.0,09-11-2020,CT,41.5978,-72.7554,54326,4480,37331.74916914122,8.246511799138535
10.0,09-11-2020,DE,39.3185,-75.5071,18559,630,26361.41816703021,3.3945794493237784
12.0,09-11-2020,FL,27.7663,-81.6868,658381,12502,40569.29740782281,1.898900484673768
13.0,09-11-2020,GA,33.0406,-83.6431,290781,6246,24095.47966582852,2.148008294902349
15.0,09-11-2020,HI,21.0943,-157.4983,10459,96,17408.565181033315,0.917869777225356
16.0,09-11-2020,ID,44.2405,-114.4788,34950,412,15322.10635875024,1.178826895565093
17.0,09-11-2020,IL,40.3495,-88.9861,259879,8505,36573.09395389976,3.2726768996340603
18.0,09-11-2020,IN,39.8494,-86.2583,103505,3388,17573.759855405773,3.273271822617265
19.0,09-11-2020,IA,42.0115,-93.2105,73399,1216,21349.66894553845,1.6566983201406014
20.0,09-11-2020,KS,38.5266,-96.7265,48333,517,15409.598828001375,1.0696625493968923
21.0,09-11-2020,KY,37.6681,-84.6701,55704,1044,20160.159438705563,1.874192158552348
22.0,09-11-2020,LA,31.1695,-91.8678,156174,5202,43834.01372484993,3.3309001498328787
23.0,09-11-2020,ME,44.6939,-69.3819,4792,134,23806.363877126525,2.7963272120200333
24.0,09-11-2020,MD,39.0639,-76.8021,114724,3828,23700.82439030845,3.33670374115268
25.0,09-11-2020,MA,42.2302,-71.5301,123986,8375,42152.36467796967,7.404061748907135
26.0,09-11-2020,MI,43.3266,-84.5361,122251,6900,30768.29877508009,5.644125610424455
27.0,09-11-2020,MN,45.6945,-93.9002,82716,1949,21500.693662281512,2.356255138062769
28.0,09-11-2020,MS,32.7416,-89.6787,89175,2670,20777.823959754704,2.9941126997476872
29.0,09-11-2020,MO,38.4561,-92.2884,102480,1746,17866.963164374392,1.7037470725995316
30.0,09-11-2020,MT,46.9219,-110.4544,8785,131,25698.320886096084,1.4911781445645989
31.0,09-11-2020,NE,41.1254,-98.2681,37851,437,20358.269816915563,1.154526960978574
32.0,09-11-2020,NV,38.3135,-117.0554,72806,1439,20560.06254228681,1.9764854544955088
33.0,09-11-2020,NH,43.4525,-71.5639,7620,434,26898.36296095273,5.695538057742782
34.0,09-11-2020,NJ,40.2989,-74.521,199985,16023,35360.491050067605,8.012100907568067
35.0,09-11-2020,NM,34.8405,-106.2485,26563,818,38486.63863386094,3.079471445243384
36.0,09-11-2020,NY,42.1657,-74.9481,445102,32854,46997.56512445202,7.381229470997659
37.0,09-11-2020,NC,35.6301,-79.8064,182286,3023,24395.81910289811,1.6583829805909396
38.0,09-11-2020,ND,47.5289,-99.784,15109,164,66451.0236699901,1.1168618904930536
39.0,09-11-2020,OH,40.3888,-82.7649,135326,4138,21551.813227707866,3.0578011616393006
40.0,09-11-2020,OK,35.5653,-96.9289,67642,888,24633.76658560297,1.312793826320925
41.0,09-11-2020,OR,44.572,-122.0709,28865,499,14361.706289415391,1.7287372250129915
42.0,09-11-2020,PA,40.5908,-77.2098,147483,7831,14020.57914594365,5.309764515232264
44.0,09-11-2020,RI,41.6809,-71.5118,22905,1093,58118.337375078,4.7718838681510585
45.0,09-11-2020,SC,33.8569,-80.945,129046,3028,20286.1530083046,2.3464501030640235
46.0,09-11-2020,SD,44.2998,-99.4388,16117,177,18194.92030262508,1.0982192715765962
47.0,09-11-2020,TN,35.7478,-86.6923,168057,2025,35441.753277922035,1.2046400951814396
48.0,09-11-2020,TX,31.0545,-97.5635,693548,14522,18809.70955840245,2.0938709361140107
49.0,09-11-2020,UT,40.15,-111.8624,56675,431,22077.86252970251,0.760476400529334
50.0,09-11-2020,VT,44.0459,-72.7107,1668,58,23810.51589050448,3.4772182254196644
51.0,09-11-2020,VA,37.7693,-78.17,131640,2711,20315.659774174248,2.0594044363415374
53.0,09-11-2020,WA,47.4009,-121.4905,80374,1972,21205.13052514329,2.453529748426108
54.0,09-11-2020,WV,38.4912,-80.9545,12177,264,26325.463257199328,2.168021680216802
55.0,09-11-2020,WI,44.2685,-89.6165,86250,1197,3.294148117436797e-06,1.3878260869565218
56.0,09-11-2020,WY,42.756,-107.3025,4264,42,14920.718295525428,0.9849906191369606
1.0,09-12-2020,AL,32.3182,-86.9023,137166,2350,33544.09429789004,1.71325255529796
2.0,09-12-2020,AK,61.3707,-152.4044,6254,44,54628.08166278218,0.7035497281739687
4.0,09-12-2020,AZ,33.7298,-111.4312,208128,5315,17705.44176947668,2.5537169434194342
5.0,09-12-2020,AR,34.9697,-92.3731,69710,969,27172.076118926205,1.390044469946923
6.0,09-12-2020,CA,36.1162,-119.6816,761105,14246,31779.955787352184,1.8623534976612184
8.0,09-12-2020,CO,39.0598,-105.3111,60896,1988,19066.42360406867,3.2645822385706778
9.0,09-12-2020,CT,41.5978,-72.7554,54326,4480,37331.74916914122,8.246511799138535
10.0,09-12-2020,DE,39.3185,-75.5071,18726,630,26657.89657452936,3.364306312079462
12.0,09-12-2020,FL,27.7663,-81.6868,661571,12600,40815.896944822445,1.9045574851376497
13.0,09-12-2020,GA,33.0406,-83.6431,292905,6287,24583.8467582953,2.146429729775866
15.0,09-12-2020,HI,21.0943,-157.4983,10588,97,17659.717827600234,0.9161314695882132
16.0,09-12-2020,ID,44.2405,-114.4788,35167,415,15422.494425216764,1.1800836011033071
17.0,09-12-2020,IL,40.3495,-88.9861,261999,8527,37019.70695450954,3.25459257478082
18.0,09-12-2020,IN,39.8494,-86.2583,104561,3392,17928.412608086575,3.2440393645814405
19.0,09-12-2020,IA,42.0115,-93.2105,74205,1218,21517.430675072184,1.641398827572266
20.0,09-12-2020,KS,38.5266,-96.7265,48621,527,15409.598828001375,1.0838937907488533
21.0,09-12-2020,KY,37.6681,-84.6701,56415,1057,20821.17469206005,1.8736151732695203
22.0,09-12-2020,LA,31.1695,-91.8678,156174,5202,43834.01372484993,3.3309001498328787
23.0,09-12-2020,ME,44.6939,-69.3819,4834,135,24177.957048441764,2.7927182457592057
24.0,09-12-2020,MD,39.0639,-76.8021,115533,3836,23892.299956332456,3.32026347450512
25.0,09-12-2020,MA,42.2302,-71.5301,124540,8377,43071.76942831944,7.383973020716236
26.0,09-12-2020,MI,43.3266,-84.5361,123058,6911,31147.036550137847,5.616050967836305
27.0,09-12-2020,MN,45.6945,-93.9002,83588,1958,21677.33639358029,2.342441498779729
28.0,09-12-2020,MS,32.7416,-89.6787,89620,2685,20917.601907700187,2.9959830395001115
29.0,09-12-2020,MO,38.4561,-92.2884,104531,1754,18140.709756595108,1.6779711281820704
30.0,09-12-2020,MT,46.9219,-110.4544,8925,133,26079.129622802862,1.4901960784313726
31.0,09-12-2020,NE,41.1254,-98.2681,38120,437,20541.374932279025,1.1463798530954878
32.0,09-12-2020,NV,38.3135,-117.0554,73220,1449,20710.05494526901,1.9789674952198848
33.0,09-12-2020,NH,43.4525,-71.5639,7652,435,27178.56956367934,5.684788290642969
34.0,09-12-2020,NJ,40.2989,-74.521,200464,16027,35365.54610968691,7.994951712028095
35.0,09-12-2020,NM,34.8405,-106.2485,26661,821,38727.52618358483,3.079404373429354
36.0,09-12-2020,NY,42.1657,-74.9481,446028,32858,47526.64563572705,7.366802084174088
37.0,09-12-2020,NC,35.6301,-79.8064,183738,3047,24610.138515290306,1.65833959224548
38.0,09-12-2020,ND,47.5289,-99.784,15538,167,67634.91684403631,1.1022374760741864
39.0,09-12-2020,OH,40.3888,-82.7649,136568,4160,21960.724093386147,3.0461015757717766
40.0,09-12-2020,OK,35.5653,-96.9289,68659,899,24989.695400850807,1.3093694927103512
41.0,09-12-2020,OR,44.572,-122.0709,29156,505,14465.197806311771,1.7320620112498286
42.0,09-12-2020,PA,40.5908,-77.2098,148442,7831,14121.28224762574,5.275461122862802
44.0,09-12-2020,RI,41.6809,-71.5118,22905,1096,58118.337375078,4.784981445099323
45.0,09-12-2020,SC,33.8569,-80.945,129978,3040,20488.067505788826,2.3388573450891688
46.0,09-12-2020,SD,44.2998,-99.4388,16437,183,18380.98069425621,1.1133418507026829
47.0,09-12-2020,TN,35.7478,-86.6923,169378,2064,35769.098869057954,1.218259730141304
48.0,09-12-2020,TX,31.0545,-97.5635,700039,14629,18809.70955840245,2.089740714445909
49.0,09-12-2020,UT,40.15,-111.8624,57247,433,22215.793219998515,0.7563715129177074
50.0,09-12-2020,VT,44.0459,-72.7107,1677,58,23984.557420082725,3.45855694692904
51.0,09-12-2020,VA,37.7693,-78.17,132868,2722,20503.84985376988,2.04864978775928
53.0,09-12-2020,WA,47.4009,-121.4905,80738,1978,21205.13052514329,2.449899675493572
54.0,09-12-2020,WV,38.4912,-80.9545,12528,266,26720.799130874868,2.123243933588761
55.0,09-12-2020,WI,44.2685,-89.6165,87603,1209,3.3242162985445604e-06,1.3800897229546931
56.0,09-12-2020,WY,42.756,-107.3025,4297,42,14926.42015070176,0.9774261112404002
1.0,09-13-2020,AL,32.3182,-86.9023,137861,2351,33689.99945953498,1.7053408868352906
2.0,09-13-2020,AK,61.3707,-152.4044,6315,44,54844.60969591754,0.6967537608867775
4.0,09-13-2020,AZ,33.7298,-111.4312,208512,5322,17807.217947888344,2.5523710865561693
5.0,09-13-2020,AR,34.9697,-92.3731,70219,981,27444.492750357545,1.397057776385309
6.0,09-13-2020,CA,36.1162,-119.6816,763955,14272,32116.68450038865,1.858547249093504
8.0,09-13-2020,CO,39.0598,-105.3111,61313,1988,19302.36079584131,3.2423792670396163
9.0,09-13-2020,CT,41.5978,-72.7554,54326,4480,37331.74916914122,8.246511799138535
10.0,09-13-2020,DE,39.3185,-75.5071,18849,630,26833.60650013761,3.342352379436575
12.0,09-13-2020,FL,27.7663,-81.6868,663994,12608,40968.56200446071,1.8988123386657108
13.0,09-13-2020,GA,33.0406,-83.6431,294314,6333,24508.790880800363,2.151783469355858
15.0,09-13-2020,HI,21.0943,-157.4983,10700,99,18038.28312163812,0.9252336448598132
16.0,09-13-2020,ID,44.2405,-114.4788,35279,415,15507.158385397284,1.1763371977663766
17.0,09-13-2020,IL,40.3495,-88.9861,263459,8541,37389.74059055917,3.241870651600439
18.0,09-13-2020,IN,39.8494,-86.2583,105804,3410,18403.798212743823,3.2229405315489017
19.0,09-13-2020,IA,42.0115,-93.2105,74676,1220,21661.801481425136,1.633724355884086
20.0,09-13-2020,KS,38.5266,-96.7265,48721,529,15409.598828001375,1.0857741015167997
21.0,09-13-2020,KY,37.6681,-84.6701,56945,1060,20833.03769098589,1.861445254192642
22.0,09-13-2020,LA,31.1695,-91.8678,157455,5235,44457.33667699623,3.3247594550824044
23.0,09-13-2020,ME,44.6939,-69.3819,4863,136,24562.19703439636,2.7966275961340736
24.0,09-13-2020,MD,39.0639,-76.8021,116110,3838,24080.748567572216,3.3054861769012143
25.0,09-13-2020,MA,42.2302,-71.5301,124826,8382,43614.89577879038,7.378270552609232
26.0,09-13-2020,MI,43.3266,-84.5361,123058,6911,31147.036550137847,5.616050967836305
27.0,09-13-2020,MN,45.6945,-93.9002,84311,1971,21868.53681233101,2.337773244297897
28.0,09-13-2020,MS,32.7416,-89.6787,89874,2697,20926.13642663724,3.000867881701048
29.0,09-13-2020,MO,38.4561,-92.2884,106244,1758,18390.439773794496,1.6546816761417116
30.0,09-13-2020,MT,46.9219,-110.4544,9021,135,26209.746083845293,1.4965081476554705
31.0,09-13-2020,NE,41.1254,-98.2681,38188,434,20713.52062232993,1.1364826647114277
32.0,09-13-2020,NV,38.3135,-117.0554,73537,1452,20845.535096274343,1.974516229925072
33.0,09-13-2020,NH,43.4525,-71.5639,7696,436,27413.84014691357,5.665280665280665
34.0,09-13-2020,NJ,40.2989,-74.521,200795,16031,35672.846448905046,7.983764535969521
35.0,09-13-2020,NM,34.8405,-106.2485,26761,823,38976.47352263823,3.0753708755278204
36.0,09-13-2020,NY,42.1657,-74.9481,446862,32858,47900.19164100599,7.353053067837498
37.0,09-13-2020,NC,35.6301,-79.8064,184936,3052,24943.62173300672,1.6503006445473027
38.0,09-13-2020,ND,47.5289,-99.784,15790,168,68704.38363282777,1.0785131925274445
39.0,09-13-2020,OH,40.3888,-82.7649,137405,4178,22190.160063649044,3.040646264691969
40.0,09-13-2020,OK,35.5653,-96.9289,69354,905,25007.25934054104,1.304899501110246
41.0,09-13-2020,OR,44.572,-122.0709,29337,509,14524.850648582404,1.7350103964277193
42.0,09-13-2020,PA,40.5908,-77.2098,149094,7832,14121.875905376892,5.253061826767006
44.0,09-13-2020,RI,41.6809,-71.5118,22905,1096,58118.337375078,4.784981445099323
45.0,09-13-2020,SC,33.8569,-80.945,131864,3064,20818.072240951817,2.323606139659043
46.0,09-13-2020,SD,44.2998,-99.4388,16638,184,18533.242752292124,1.1059021517009255
47.0,09-13-2020,TN,35.7478,-86.6923,170768,2078,35965.53550985815,1.2165350412439335
48.0,09-13-2020,TX,31.0545,-97.5635,709873,14709,19141.129045190934,2.0720607770685744
49.0,09-13-2020,UT,40.15,-111.8624,57875,433,22360.6485175414,0.7481641468682505
50.0,09-13-2020,VT,44.0459,-72.7107,1684,58,24146.73976624588,3.4441805225653206
51.0,09-13-2020,VA,37.7693,-78.17,133814,2724,20692.8014570643,2.0356614405069724
53.0,09-13-2020,WA,47.4009,-121.4905,81056,1983,21596.95480947664,2.446456770627714
54.0,09-13-2020,WV,38.4912,-80.9545,12705,267,26993.544614364782,2.101534828807556
55.0,09-13-2020,WI,44.2685,-89.6165,89185,1210,3.356603097604885e-06,1.356730391882043
56.0,09-13-2020,WY,42.756,-107.3025,4346,42,14934.886541721164,0.966405890473999
1.0,09-14-2020,AL,32.3182,-86.9023,138619,2355,33892.88799015334,1.698901305015907
2.0,09-14-2020,AK,61.3707,-152.4044,6390,44,55145.3430752722,0.6885758998435054
4.0,09-14-2020,AZ,33.7298,-111.4312,208725,5322,17869.412974841583,2.5497664390945025
5.0,09-14-2020,AR,34.9697,-92.3731,70627,992,27446.01703755446,1.4045619947045749
6.0,09-14-2020,CA,36.1162,-119.6816,766421,14318,32410.702379362458,1.8584435681907736
8.0,09-14-2020,CO,39.0598,-105.3111,61687,1990,19521.31509414566,3.225963331009776
9.0,09-14-2020,CT,41.5978,-72.7554,54895,4485,38706.224772367554,8.17014300027325
10.0,09-14-2020,DE,39.3185,-75.5071,18937,631,26957.661199222806,3.3321011775888474
12.0,09-14-2020,FL,27.7663,-81.6868,665730,12642,41225.19518699759,1.8989680501104047
13.0,09-14-2020,GA,33.0406,-83.6431,295337,6353,24631.654969383813,2.1511019614880627
15.0,09-14-2020,HI,21.0943,-157.4983,10779,99,18330.117411743435,0.9184525466184248
16.0,09-14-2020,ID,44.2405,-114.4788,35532,419,15590.535319084644,1.1792187324102217
17.0,09-14-2020,IL,40.3495,-88.9861,264831,8546,37673.283105877206,3.2269636107555386
18.0,09-14-2020,IN,39.8494,-86.2583,106540,3424,18527.21962847613,3.213816406983293
19.0,09-14-2020,IA,42.0115,-93.2105,75064,1224,21762.94028341685,1.6306085473729084
20.0,09-14-2020,KS,38.5266,-96.7265,49612,543,15734.006015142892,1.0944932677578003
21.0,09-14-2020,KY,37.6681,-84.6701,57282,1065,22306.35500852457,1.8592227925002616
22.0,09-14-2020,LA,31.1695,-91.8678,157947,5252,44727.70787434332,3.325166036708516
23.0,09-14-2020,ME,44.6939,-69.3819,4904,136,24830.6814698872,2.7732463295269167
24.0,09-14-2020,MD,39.0639,-76.8021,116646,3839,24229.91292956293,3.291154433071001
25.0,09-14-2020,MA,42.2302,-71.5301,125080,8387,44085.94381460552,7.370482890949792
26.0,09-14-2020,MI,43.3266,-84.5361,124287,6921,31662.48400272478,5.568563083830167
27.0,09-14-2020,MN,45.6945,-93.9002,84949,1974,22046.739929130126,2.323747189490165
28.0,09-14-2020,MS,32.7416,-89.6787,90018,2706,21027.37463749295,3.0060654535759515
29.0,09-14-2020,MO,38.4561,-92.2884,107601,1766,18659.39608578708,1.641248687279858
30.0,09-14-2020,MT,46.9219,-110.4544,9107,138,26747.36942564312,1.5153178873394093
31.0,09-14-2020,NE,41.1254,-98.2681,38642,435,20883.133237662376,1.125718130531546
32.0,09-14-2020,NV,38.3135,-117.0554,73814,1456,20936.30971937785,1.972525537160972
33.0,09-14-2020,NH,43.4525,-71.5639,7714,436,27712.13882950127,5.652061187451388
34.0,09-14-2020,NJ,40.2989,-74.521,201183,16034,35914.22836034807,7.969858288225148
35.0,09-14-2020,NM,34.8405,-106.2485,26842,823,39256.65850672611,3.0660904552566874
36.0,09-14-2020,NY,42.1657,-74.9481,447524,32865,48225.8800843712,7.343740223987988
37.0,09-14-2020,NC,35.6301,-79.8064,185780,3060,25122.024194314232,1.6471094843363117
38.0,09-14-2020,ND,47.5289,-99.784,16016,170,69224.68250614779,1.0738424609942518
39.0,09-14-2020,OH,40.3888,-82.7649,138484,4195,22441.89886304335,3.029230813668005
40.0,09-14-2020,OK,35.5653,-96.9289,70223,905,25029.22058311773,1.2887515486379106
41.0,09-14-2020,OR,44.572,-122.0709,29337,509,14576.631971125747,1.7350103964277193
42.0,09-14-2020,PA,40.5908,-77.2098,149786,7859,14292.091642947044,5.246818794813935
44.0,09-14-2020,RI,41.6809,-71.5118,23130,1098,60009.571807910615,4.747081712062257
45.0,09-14-2020,SC,33.8569,-80.945,132680,3077,21140.67707004118,2.3191136569189026
46.0,09-14-2020,SD,44.2998,-99.4388,16801,184,18666.96659390793,1.0951729063746205
47.0,09-14-2020,TN,35.7478,-86.6923,172364,2097,36502.96507308204,1.2162867583086827
48.0,09-14-2020,TX,31.0545,-97.5635,714199,14753,19141.129045190934,2.065670772431773
49.0,09-14-2020,UT,40.15,-111.8624,58438,436,22510.650482632653,0.7460898730278244
50.0,09-14-2020,VT,44.0459,-72.7107,1696,58,24275.74845069384,3.419811320754717
51.0,09-14-2020,VA,37.7693,-78.17,134571,2743,20846.172330001256,2.038329209116377
53.0,09-14-2020,WA,47.4009,-121.4905,81392,1990,21720.1607429021,2.444957735403971
54.0,09-14-2020,WV,38.4912,-80.9545,12830,278,27230.746138570103,2.166796570537802
55.0,09-14-2020,WI,44.2685,-89.6165,89956,1210,3.377960145190139e-06,1.3451020498910575
56.0,09-14-2020,WY,42.756,-107.3025,4394,42,15378.767328024273,0.9558488848429676
1.0,09-15-2020,AL,32.3182,-86.9023,139660,2387,34207.43863427547,1.7091507947873408
2.0,09-15-2020,AK,61.3707,-152.4044,6431,44,55652.625607447255,0.6841859741875291
4.0,09-15-2020,AZ,33.7298,-111.4312,209209,5344,18029.33126813421,2.5543834156274348
5.0,09-15-2020,AR,34.9697,-92.3731,71497,1150,28899.027239674942,1.608459096185854
6.0,09-15-2020,CA,36.1162,-119.6816,769438,14468,32719.419507224386,1.871171584497752
8.0,09-15-2020,CO,39.0598,-105.3111,62099,1996,19703.38629865998,3.214222451247202
9.0,09-15-2020,CT,41.5978,-72.7554,55031,4485,39008.66886733102,8.149951845323544
10.0,09-15-2020,DE,39.3185,-75.5071,19137,632,27127.620244741025,3.302503004650677
12.0,09-15-2020,FL,27.7663,-81.6868,668846,12787,41575.53470367944,1.91180032473843
13.0,09-15-2020,GA,33.0406,-83.6431,296994,6397,24762.0350060462,2.1539155673178585
15.0,09-15-2020,HI,21.0943,-157.4983,10844,100,18497.92919133933,0.9221689413500552
16.0,09-15-2020,ID,44.2405,-114.4788,35810,423,15677.661416904251,1.1812342920971797
17.0,09-15-2020,IL,40.3495,-88.9861,266295,8564,37981.29724212487,3.215982275296194
18.0,09-15-2020,IN,39.8494,-86.2583,107229,3436,18637.70325950478,3.2043570302809874
19.0,09-15-2020,IA,42.0115,-93.2105,75721,1234,21857.26465656864,1.6296668031325523
20.0,09-15-2020,KS,38.5266,-96.7265,49936,558,15734.006015142892,1.1174303107978212
21.0,09-15-2020,KY,37.6681,-84.6701,58000,1074,22527.141086646225,1.8517241379310343
22.0,09-15-2020,LA,31.1695,-91.8678,158318,5278,45000.01505766872,3.3337965360856
23.0,09-15-2020,ME,44.6939,-69.3819,4918,137,25032.435359898587,2.785685237901586
